comment,comm_region,comm_time,video_img,video_info,comm_name,video_name,comm_favor
很讨厌邱莹莹。不自重，不自爱，也讨厌樊胜美喜欢靠男人，自家一堆难事。还给邱莹莹讲道理。没皮没脸，,中国:江苏:常州,Fri Jun 02 00:59:37 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,傾栀,欢乐颂2,64
凭什么养你哥嫂啊，凭什么连累王百川父母啊，看看小美那副嘴脸。不但不理解还对王百川还阴阳怪气的。人家王百川也不该你的。跟这种人处对象真累，做什么都应该是的，看看小美说话那口气，总想着让人家王百川解决问题，为什么不考虑王百川的角度考虑，你爸妈是爸妈，人家爸妈不是爸妈啊。要不就别逃避，回去养你一家老小。,中国:山东:青岛,Thu Jun 01 13:23:19 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,黑色曼陀罗,欢乐颂2,15
打的好，最不喜欢这种了，该好好爱的时候不爱，找了女朋友又来爱慕前女友，活该,中国:重庆:渝中,Fri Jun 02 01:32:18 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,华儿,欢乐颂2,10
不要在捧乔欣了！很烦，喜欢是一个磁场，她即使在好就是喜欢不起来，小曲即使在坏，都喜欢她！,中国::,Fri Jun 02 11:00:21 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,九月,欢乐颂2,23
喜欢小曲对朋友的仗义，对工作的努力，真性情，刀子嘴豆腐心，有时候都心疼她为什么去管别人又不领情，看她自己倒是看的开，别人的误解恶意揣测也不往心里去，一如既往地去关心帮助别人解决难题，她不喜欢文绉绉，不喜欢煽情一针见血，不懂委婉，不虚伪，所以才不招人待见，但理解她的人终究都喜欢她，宁愿交嘴贱心善的也不交虚伪的，真心希望自己有这么一个朋友，喜欢曲筱肖！,::,Fri Jun 02 11:33:45 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,娟,欢乐颂2,208
"欢乐颂看到这里，总算明确了，关关也有虚荣心，关关暗恋赵医生 就像 范大姐喜欢收富家公子的高档礼品，就像邱莹莹喜欢伪装辛福，就像赵医生的小清高等等
只有安迪和曲筱绡两个极端人群是没有虚荣心的，因为她们不需要。
每个人都有虚荣心，只是需求不一样，表现的方式不一样罢了！",中国:宁夏:银川,Thu Jun 01 12:32:04 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,开心走花路..............,欢乐颂2,168
他们几个女人的发型，衣着打扮真心让人感觉不舒服！,中国:广东:深圳,Thu Jun 01 23:07:44 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,青叶,欢乐颂2,4
这种男人就算是和邱在一起&#039;以后遇到别的也会不要邱的&#039;邱太傻了,中国:北京:东城,Fri Jun 02 02:26:42 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,弦上的舞说,欢乐颂2,8
公交卡,中国:海南:海口,Sat Jun 03 07:50:40 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,逆时针=待,欢乐颂2,0
气死人了，看电视看一半就广告烦死了,中国:江苏:南通,Sat Jun 03 07:48:57 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,青柠檬檬哒,欢乐颂2,1
,中国::,Sat Jun 03 07:46:33 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,钊,欢乐颂2,0
大家谁知道第几集姐妹们赶走房东的,::,Sat Jun 03 07:46:13 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,青笙,欢乐颂2,0
好看，美女好多,韩国:首尔:,Sat Jun 03 07:42:17 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,◤城市↑空▁寂寞の歌◢,欢乐颂2,0
王柏川被倪总骗了钱，买房打水漂了，樊小妹该如何面对?,中国:湖北:武汉,Sat Jun 03 07:38:06 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,leidgaga,欢乐颂2,1
,中国:辽宁:丹东,Sat Jun 03 07:35:55 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,灯塔,欢乐颂2,0
好看,中国:四川:,Sat Jun 03 07:34:07 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,微薄晨曦,欢乐颂2,1
我怎么越来越讨厌樊胜美呢，总感觉她特别爱钱，如果她男朋友没有能力买房子，她肯定会分手！,中国:河南:安阳,Sat Jun 03 07:32:35 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,欢。,欢乐颂2,5
喜欢小曲的刀子嘴豆腐心，樊小妹自己家一堆烂事还怪王柏川，最不喜欢小邱，关关跟谢童的戏咋这么少，喜欢看他俩的。,中国:湖北:十堰,Sat Jun 03 07:33:22 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,遗莣過祛,欢乐颂2,1
蒋欣能不能减减肥，太胖了,::,Sat Jun 03 07:34:39 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,洋小洋,欢乐颂2,1
[流泪][流泪][流泪][流泪][流泪],中国:广东:揭阳,Sat Jun 03 07:11:11 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,心会凉i,欢乐颂2,3
越来越喜欢小曲,中国:辽宁:营口,Sat Jun 03 07:11:04 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,A🌹🌹福禄娃🌹🌹A,欢乐颂2,1
[撇嘴][色][色][色][色],中国:广东:揭阳,Sat Jun 03 07:11:03 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,心会凉i,欢乐颂2,1
帮忙点一下,::,Sat Jun 03 07:31:26 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,深不及她,欢乐颂2,0
fggvfe,中国::,Sat Jun 03 07:23:14 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,有责任的罐头,欢乐颂2,0
怎么越看越心焦破烦的呢？,中国:四川:成都,Sat Jun 03 07:13:06 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,乖娃娃,欢乐颂2,0
！[酷][大哭][大哭][大哭],中国:广东:揭阳,Sat Jun 03 07:11:17 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,心会凉i,欢乐颂2,2
很好,中国:辽宁:阜新,Sat Jun 03 07:19:51 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,袏★籩№,欢乐颂2,0
讨厌邱莹莹真贱，喜欢安迪[拥抱][拥抱][拥抱],中国:浙江:嘉兴,Sat Jun 03 07:29:23 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,腾讯网友,欢乐颂2,1
[愉快][愉快][愉快],中国:台湾:台北市,Sat Jun 03 07:28:24 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,奈何桥思落@,欢乐颂2,1
gjffd,中国::,Sat Jun 03 07:24:27 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,有责任的罐头,欢乐颂2,0
我就想知道怎么个播法！会不会又毁了剧！,中国:江苏:南京,Fri Jun 02 23:23:23 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,萍♪萍,楚乔传,0
为颖宝而来,中国:河北:邯郸,Fri Jun 02 23:13:14 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,颖象深刻,楚乔传,2
很是期待,中国:山西:吕梁,Fri Jun 02 22:53:21 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,简单就好,楚乔传,6
为啥是林更新啊，让我没追剧的欲望了，对赵丽颖和李沁也审美疲劳了,::,Fri Jun 02 22:53:11 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,ℳ๓专属*‖祢,楚乔传,3
你们说会不会超越花千骨，会的点个赞，不会的当没看见😁，欢迎评论👍,中国:广西:桂林,Fri Jun 02 22:55:21 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,腾讯网友,楚乔传,24
丽颖看到你我就忍不住的点进来了，希望你早点找一个对你好的人,::,Fri Jun 02 23:20:29 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,旧颜,楚乔传,5
加油！么么哒！好期待,::,Fri Jun 02 23:13:29 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,拽$拽呀头o_O,楚乔传,2
好看吗?,中国:湖北:武汉,Sat Jun 03 01:19:05 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,希望的花,楚乔传,0
小包子脸也是可以很霸气的[呲牙],中国::,Sat Jun 03 00:29:30 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,奔跑吧  桔子,楚乔传,1
看这阵势赵丽颖演拼了，好期待，希望每天都有更新，不要让大家弃剧哦！,中国:山东:青岛,Fri Jun 02 23:48:10 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,开到荼靡,楚乔传,4
我要带你们回家，，，听到这句哭了，，，，很虐,中国::,Sat Jun 03 00:03:43 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,腾讯网友,楚乔传,5
好期待,中国:贵州:毕节,Sat Jun 03 01:10:54 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,爱时尚,楚乔传,1
我还是喜欢看林更新打撸啊撸😂😂,中国:湖北:武汉,Sat Jun 03 00:45:34 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,希希,楚乔传,3
第一次为了一部小说期待电视剧，原著名为十一处特工皇妃。记得好久之前看这部小说的时候就哭的稀里哗啦的，很带动我的情绪，所以对我来说触动很深。我属于那种小说迷，但是看电视最多看一小半的人，从不会看到大结局，看到这部电视剧的预告真的觉得好激动。这种心情就像会老友，就像是自己最爱的东西很多人都能知道，就像看到有志同道合的陌生人打一样游戏。措辞不是很连贯，但真的是很在用心的跟你们在讲。谢谢每个路过的你[爱心],中国:北京:朝阳,Fri Jun 02 23:35:17 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,果果酱.,楚乔传,7
林更新林更新林更新林更新林更新林更新林更新林更新林更新林更新林更新林更新林更新林更新林更新林更新,::,Sat Jun 03 07:29:47 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,🌝,楚乔传,1
好期待。,中国:湖北:襄阳,Sat Jun 03 06:54:08 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,杨怡,楚乔传,0
赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖赵丽颖,::,Sat Jun 03 07:29:17 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,🌝,楚乔传,1
表白星玥cp,::,Sat Jun 03 07:30:04 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,🌝,楚乔传,1
也不是说赵丽颖不好，但是自打看了花千骨之后，我就不喜欢看她的电视剧了，而且还会感觉反感，不知道为什么，求解，，，,中国::,Fri Jun 02 22:32:52 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,晨曦の,楚乔传,10
这小说我以前看过，很不错，颖宝很适合这个角色，演技没话说,中国:河南:三门峡,Fri Jun 02 21:18:45 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,雨一直下,楚乔传,18
期待已久，还有4天,中国:浙江:温州,Fri Jun 02 23:13:24 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,且行且珍惜,楚乔传,0
第一次为了一部小说期待电视剧，原著名为十一处特工皇妃。记得好久之前看这部小说的时候就哭的稀里哗啦的，很带动我的情绪，所以对我来说触动很深。我属于那种小说迷，但是看电视最多看一小半的人，从不会看到大结局，看到这部电视剧的预告真的觉得好激动。这种心情就像会老友，就像是自己最爱的东西很多人都能知道，就像看到有志同道合的陌生人打一样游戏。措辞不是很连贯，但真的是很在用心的跟你们在讲。谢谢每个路过的你[爱心],中国:北京:朝阳,Fri Jun 02 23:35:17 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,果果酱.,楚乔传,7
我叫小炎。期待这不电视剧好久了，是我想看的故事,::,Sat Jun 03 00:29:33 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,发烧人生！,楚乔传,3
宣传片看的侧脸像张翰，好久没看到张翰演的戏了。[撇嘴][撇嘴],中国:江西:抚州,Sat Jun 03 01:29:35 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,也很值得,楚乔传,1
一看这预告就肯定很辣鸡,中国:云南:昭通,Fri Jun 02 22:06:36 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,情难舍，心难留,楚乔传,5
感觉赵丽颖演的电视剧几乎没有不好看的,中国::,Fri Jun 02 21:39:15 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,石头剪刀布童装行支持一件代发,楚乔传,19
去看完她所有的电视剧你就找到答案了，,中国:浙江:温州,Fri Jun 02 23:12:44 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,且行且珍惜,楚乔传,0
,中国::,Sat Jun 03 05:08:45 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,青云,楚乔传,0
赵丽颖要更新片了😘,中国:广东:湛江,Fri Jun 02 22:09:14 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,抛媚眼🌸,楚乔传,3
挺期待的,中国::,Fri Jun 02 22:16:19 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,无所谓,楚乔传,5
有林更新也会毁了这步剧,中国:河北:秦皇岛,Fri Jun 02 23:27:30 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,亮,楚乔传,0
也不是说赵丽颖不好，但是自打看了花千骨之后，我就不喜欢看她的电视剧了，而且还会感觉反感，不知道为什么，求解，，，,中国::,Fri Jun 02 22:32:52 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,晨曦の,楚乔传,10
期待,中国:河南:南阳,Fri Jun 02 22:36:00 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,腾讯网友,楚乔传,1
不是55集吗怎么预约缓存显示66集呢,中国:辽宁:锦州,Sat Jun 03 07:09:38 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,星语心愿,欢乐颂2,0
一共70集的,中国:河南:新乡,Sat Jun 03 07:18:46 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,微凉,欢乐颂2,0
看这段的确很讨厌她，多伤朋友的心,中国:北京:昌平,Sat Jun 03 07:06:58 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,凝芸冰澜,欢乐颂2,0
说的在怎么样，这都是生活中的点点滴滴，活灵活现的演出来，这才是一部最受欢迎的电视剧！值得我追！,::,Sat Jun 03 07:01:58 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,嘟嘟,欢乐颂2,0
gjhcvg,中国:湖北:孝感,Sat Jun 03 07:00:10 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,皇马,欢乐颂2,1
那些你先忙,::,Sat Jun 03 06:59:09 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,遥望,欢乐颂2,0
ll,::,Sat Jun 03 06:58:46 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集, 本格周,欢乐颂2,0
啊火,中国:四川:成都,Sat Jun 03 06:57:48 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,↘﹎.隐＂,欢乐颂2,0
[微笑][微笑][微笑][微笑][微笑][微笑][微笑],中国:浙江:绍兴,Sat Jun 03 06:53:52 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,付先良,欢乐颂2,0
[抓狂],中国:河南:安阳,Sat Jun 03 06:43:16 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,可乐,欢乐颂2,0
这小说我以前看过，很不错，颖宝很适合这个角色，演技没话说,中国:河南:三门峡,Fri Jun 02 21:18:45 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,雨一直下,楚乔传,18
宝宝快带来我回家,::,Fri Jun 02 21:17:49 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,颠簸流离,楚乔传,2
颖宝好帅，一直很拼，要照顾好自己啊,中国:河南:三门峡,Fri Jun 02 21:19:33 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,雨一直下,楚乔传,10
我也这么觉得,中国:广西:,Fri Jun 02 21:49:57 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,一月,楚乔传,0
好期待啊，我的颖宝宝宝的,中国:湖北:咸宁,Fri Jun 02 20:25:51 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,相濡以沫^ω^陪伴你,楚乔传,8
棒棒的。,中国:湖北:咸宁,Fri Jun 02 20:26:30 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,相濡以沫^ω^陪伴你,楚乔传,1
我的林更新，爱你一万年。,中国:河南:商丘,Fri Jun 02 20:16:47 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,枯叶草残留芳香,楚乔传,5
星期一！😭,::,Fri Jun 02 20:19:20 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,彼岸花@E&amp;Z,楚乔传,5
都很好看,中国:广西:,Fri Jun 02 21:50:03 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,一月,楚乔传,0
期待 期待 迫不及待了,中国::,Fri Jun 02 20:42:55 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,森心－Emma,楚乔传,3
刚好读素......,中国:云南:大理,Fri Jun 02 21:53:20 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,转身〆泪倾城,楚乔传,0
期待中,中国:云南:文山,Fri Jun 02 21:21:24 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,%*^丫头*％,楚乔传,2
为什么还要等3天，好期待啊。,::,Fri Jun 02 20:57:15 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,朝阳不负无惘  。,楚乔传,0
好慢啊，等了好多天，为什么。,::,Fri Jun 02 20:57:00 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,朝阳不负无惘  。,楚乔传,3
是电视局吗？还是电影,::,Fri Jun 02 20:42:31 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,😊樱桃冻,楚乔传,3
超级期待哦[色][色][色][色],中国:广西:河池,Fri Jun 02 20:45:54 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,想念、是窒息的痛 Y。,楚乔传,2
期待期待期待期待……,中国:河南:三门峡,Fri Jun 02 21:15:44 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,雨一直下,楚乔传,2
衣服跑了,中国:甘肃:兰州市,Fri Jun 02 21:07:41 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,ゞ渲染ら流星ㄟ的颜色╰︶,楚乔传,2
太慢了,中国:河南:三门峡,Fri Jun 02 21:16:03 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,雨一直下,楚乔传,1
最近可期待的也就只有楚乔了,中国:河南:三门峡,Fri Jun 02 21:17:11 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dhzimk1qzznf301_y.jpg,6.5日首播,雨一直下,楚乔传,8
王柏川要买房了,::,Sat Jun 03 05:48:13 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,饭饭,欢乐颂2,1
刚才不小心把美写成了羌,中国:江苏:淮安,Sat Jun 03 05:47:53 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,平凡琳,欢乐颂2,2
安迪，好羌呀！,中国:江苏:淮安,Sat Jun 03 05:46:55 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,平凡琳,欢乐颂2,2
,中国:河北:张家口,Sat Jun 03 05:31:13 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,有情有意,欢乐颂2,0
,中国:安徽:蚌埠,Sat Jun 03 05:27:23 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,緘默,欢乐颂2,1
,中国:江苏:南京,Sat Jun 03 05:39:41 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,游美,欢乐颂2,0
简直电视良心之作,中国:湖南:,Sat Jun 03 06:17:41 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,撩爆你的少女心,欢乐颂2,1
[酷],中国:浙江:杭州,Sat Jun 03 06:09:41 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,暖暖,欢乐颂2,1
[微笑][微笑][微笑][微笑][微笑][微笑][微笑][微笑][微笑],中国:辽宁:鞍山,Sat Jun 03 05:58:24 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,Deanna,欢乐颂2,0
心疼樊胜美,::,Sat Jun 03 05:56:52 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,-「暁蓜捔」,欢乐颂2,0
[衰][衰],中国:浙江:杭州,Sat Jun 03 06:09:32 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,暖暖,欢乐颂2,1
我好想问一下，萤萤，为什么你拍每一部电视都那么能吃？,::,Sat Jun 03 06:16:35 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,知足常乐,欢乐颂2,0
越来越喜欢小曲,中国:黑龙江:伊春,Sat Jun 03 06:09:55 2017,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/sqmkhre9cpq6t2y_y.jpg,更新至41集,^왕교 ^,欢乐颂2,1
